ID,Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price,Dataset
1750,1.12,Ideal,D,SI1,G,G,GIA,7153.00000,Train
1751,1.16,Ideal,F,VS2,EX,EX,GIA,9432.00000,Train
1752,2.05,Ideal,G,IF,VG,G,GIA,34736.00000,Train
1753,0.81,Ideal,D,SI1,VG,VG,GIA,4053.00000,Train
1754,0.9,Very Good,G,VS2,G,VG,GIA,4276.00000,Train
1755,2.02,Good,G,SI1,VG,G,GIA,19466.00000,Train
1756,2.13,Very Good,G,VS2,VG,G,GIA,25921.00000,Train
1757,1.01,Ideal,D,IF,EX,EX,GIA,19146.00000,Train
1758,0.87,Very Good,D,SI1,G,G,GIA,3664.00000,Train
1759,1.13,Signature-Ideal,H,VS2,EX,EX,GIA,7464.00000,Train
1760,2.02,Very Good,F,VS2,VG,G,GIA,26435.00000,Train
1761,2.09,Ideal,F,SI1,ID,ID,AGSL,22280.00000,Train
1762,1.01,Very Good,E,VS2,EX,VG,GIA,6456.00000,Train
1763,0.9,Very Good,I,SI1,VG,VG,GIA,3407.00000,Train
1764,1.17,Ideal,F,VVS1,ID,ID,AGSL,11029.00000,Train
1765,1.19,Ideal,H,VS2,EX,EX,GIA,7633.00000,Train
1766,2.22,Ideal,G,VS1,EX,EX,GIA,32516.00000,Train
1767,1.5,Very Good,E,SI1,VG,G,GIA,12000.00000,Train
1768,0.95,Very Good,D,SI1,G,G,GIA,5101.00000,Train
1769,1.51,Very Good,E,VS2,VG,G,GIA,12779.00000,Train
1770,1.15,Ideal,H,VS2,EX,EX,GIA,6772.00000,Train
1771,1.02,Ideal,G,VS2,ID,ID,AGSL,6499.00000,Train
1772,0.9,Very Good,G,VS1,VG,VG,GIA,4813.00000,Train
1773,2.2,Ideal,D,VS2,VG,VG,GIA,32780.00000,Train
1774,1.11,Ideal,G,VVS1,EX,EX,GIA,9345.00000,Train
1775,1.2,Ideal,E,VVS2,VG,VG,GIA,11883.00000,Train
1776,1.51,Very Good,I,VS1,VG,VG,GIA,10231.00000,Train
1777,0.9,Good,G,VS2,EX,G,GIA,4291.00000,Train
1778,1.09,Ideal,H,VS2,ID,ID,AGSL,5732.00000,Train
1779,1.57,Very Good,D,SI1,EX,EX,GIA,12697.00000,Train
1780,1.01,Ideal,D,SI1,EX,EX,GIA,6257.00000,Train
1781,2.2,Ideal,F,IF,EX,EX,GIA,48845.00000,Train
1782,0.9,Very Good,I,VS2,VG,VG,GIA,3605.00000,Train
1783,1.58,Ideal,H,VS2,EX,VG,GIA,11419.00000,Train
1784,2.15,Very Good,G,VS2,EX,EX,GIA,25538.00000,Train
1785,2.01,Very Good,G,SI1,EX,VG,GIA,19079.00000,Train
1786,2.15,Very Good,I,VS2,VG,VG,GIA,17774.00000,Train
1787,1.51,Good,F,VS2,G,G,GIA,13010.00000,Train
1788,2.22,Very Good,H,SI1,VG,VG,GIA,20073.00000,Train
1789,1.27,Ideal,G,VS2,EX,EX,GIA,9489.00000,Train
1790,1.32,Very Good,H,VVS2,VG,VG,GIA,9513.00000,Train
1791,1.04,Ideal,G,VS2,VG,VG,GIA,6468.00000,Train
1792,1.07,Very Good,G,VS2,VG,G,GIA,6274.00000,Train
1793,0.83,Ideal,H,VS1,ID,ID,AGSL,3433.00000,Train
1794,0.77,Very Good,D,SI1,EX,EX,GIA,3040.00000,Train
1795,1.05,Ideal,I,SI1,EX,EX,GIA,4516.00000,Train
1796,1.52,Ideal,H,SI1,ID,ID,AGSL,11797.00000,Train
1797,1.19,Good,H,VS1,EX,EX,GIA,7152.00000,Train
1798,0.77,Very Good,F,VS2,VG,EX,GIA,3500.00000,Train
1799,1.01,Ideal,D,IF,EX,VG,GIA,17458.00000,Train
1800,1.55,Ideal,G,VVS2,EX,EX,GIA,15979.00000,Train
1801,2.05,Ideal,I,SI1,VG,VG,GIA,15629.00000,Train
1802,2,Very Good,F,SI1,G,G,GIA,18759.00000,Train
1803,1.51,Very Good,F,VVS2,EX,EX,GIA,17203.00000,Train
1804,2.08,Very Good,H,VS1,ID,ID,AGSL,23041.00000,Train
1805,2.23,Ideal,I,VVS2,EX,EX,GIA,22328.00000,Train
1806,1.29,Ideal,H,VS2,ID,ID,AGSL,8482.00000,Train
1807,2.01,Good,H,SI1,VG,VG,GIA,14968.00000,Train
1808,1.2,Ideal,D,SI1,EX,EX,GIA,8037.00000,Train
1809,2.14,Ideal,I,SI1,EX,EX,GIA,17213.00000,Train
1810,1.62,Ideal,I,VVS1,EX,EX,GIA,12186.00000,Train
1811,1.11,Ideal,F,VS2,EX,VG,GIA,8347.00000,Train
1812,1.5,Good,E,VS2,VG,VG,GIA,12649.00000,Train
1813,1.01,Very Good,H,VS2,G,G,GIA,5861.00000,Train
1814,2.07,Very Good,H,VS2,EX,EX,AGSL,19602.00000,Train
1815,1,Fair,F,VS2,G,G,GIA,6210.00000,Train
1816,1.14,Very Good,D,SI1,EX,EX,GIA,6464.00000,Train
1817,1.2,Good,G,VS2,VG,VG,GIA,6793.00000,Train
1818,1.2,Ideal,F,VVS1,EX,EX,GIA,11840.00000,Train
1819,0.9,Ideal,I,SI1,EX,EX,GIA,3537.00000,Train
1820,2.26,Ideal,F,VS1,EX,G,GIA,35200.00000,Train
1821,1.2,Ideal,G,VS1,EX,EX,GIA,9625.00000,Train
1822,1.3,Ideal,I,SI1,VG,VG,GIA,6451.00000,Train
1823,1.01,Ideal,F,VS1,EX,VG,GIA,6945.00000,Train
1824,1.53,Ideal,F,SI1,ID,ID,AGSL,12616.00000,Train
1825,0.75,Ideal,I,VS2,EX,EX,GIA,2680.00000,Train
1826,0.85,Ideal,G,SI1,VG,EX,GIA,3403.00000,Train
1827,1.02,Good,F,SI1,VG,VG,GIA,4983.00000,Train
1828,0.81,Very Good,I,VS2,G,G,GIA,2714.00000,Train
1829,1.51,Very Good,I,VS2,G,VG,GIA,9058.00000,Train
1830,1,Good,I,VS1,EX,G,GIA,4489.00000,Train
1831,2.1,Very Good,F,VS2,EX,EX,GIA,29308.00000,Train
1832,1.06,Ideal,G,VS2,VG,EX,GIA,6570.00000,Train
1833,2.02,Very Good,D,VS2,VG,G,GIA,31941.00000,Train
1834,1.58,Ideal,H,VVS2,EX,EX,GIA,13397.00000,Train
1835,0.91,Very Good,I,VS2,VG,G,GIA,3664.00000,Train
1836,1.04,Very Good,G,VVS2,G,G,GIA,8107.00000,Train
1837,2.58,Ideal,E,VS2,VG,EX,GIA,40625.00000,Train
1838,1.54,Ideal,H,VS1,ID,ID,AGSL,12120.00000,Train
1839,1.23,Ideal,H,VVS2,EX,EX,GIA,8509.00000,Train
1840,0.96,Very Good,H,SI1,EX,VG,GIA,4027.00000,Train
1841,2.19,Ideal,G,IF,EX,EX,GIA,40667.00000,Train
1842,1.23,Very Good,I,VS2,G,VG,GIA,5874.00000,Train
1843,1.2,Very Good,G,VS1,G,VG,GIA,8150.00000,Train
1844,1.5,Good,I,VS2,EX,VG,GIA,8999.00000,Train
1845,1,Good,G,SI1,VG,G,GIA,4859.00000,Train
1846,1.21,Very Good,E,VVS2,EX,VG,GIA,11213.00000,Train
1847,1.22,Good,G,VS2,EX,VG,GIA,8533.00000,Train
1848,1.01,Very Good,G,VS2,EX,G,GIA,5777.00000,Train
1849,1.59,Ideal,D,SI1,VG,VG,GIA,13298.00000,Train
1850,1.14,Signature-Ideal,G,VS1,ID,ID,AGSL,9090.00000,Train
1851,1.09,Ideal,E,VS1,VG,EX,GIA,8810.00000,Train
1852,1.15,Very Good,E,VVS1,VG,VG,GIA,11906.00000,Train
1853,1.2,Ideal,G,VS1,VG,VG,GIA,8954.00000,Train
1854,1.2,Very Good,D,SI1,EX,VG,GIA,8089.00000,Train
1855,0.9,Good,E,SI1,VG,VG,GIA,3931.00000,Train
1856,2.18,Ideal,H,VS2,EX,EX,GIA,23470.00000,Train
1857,0.9,Good,D,SI1,EX,VG,GIA,4117.00000,Train
1858,0.91,Very Good,G,VS2,EX,EX,GIA,5484.00000,Train
1859,1,Very Good,E,SI1,EX,EX,GIA,6207.00000,Train
1860,1.14,Ideal,E,VS1,VG,VG,GIA,8845.00000,Train
1861,1.5,Very Good,H,VVS1,VG,VG,GIA,11654.00000,Train
1862,1.1,Signature-Ideal,G,SI1,ID,ID,AGSL,6837.00000,Train
1863,1,Very Good,E,SI1,VG,VG,GIA,5051.00000,Train
1864,1.72,Ideal,G,SI1,ID,ID,AGSL,13215.00000,Train
1865,2.02,Very Good,H,VS1,VG,VG,GIA,21039.00000,Train
1866,1.34,Very Good,I,VS2,VG,VG,GIA,6883.00000,Train
1867,1.01,Ideal,D,VS1,EX,EX,GIA,8977.00000,Train
1868,0.9,Very Good,D,SI1,VG,VG,GIA,4661.00000,Train
1869,1.52,Ideal,F,VVS2,EX,EX,GIA,20211.00000,Train
1870,1,Very Good,E,VS2,EX,EX,GIA,7060.00000,Train
1871,1.2,Very Good,G,IF,EX,EX,GIA,10495.00000,Train
1872,1.21,Very Good,D,VVS2,VG,VG,GIA,13630.00000,Train
1873,0.85,Ideal,D,SI1,VG,VG,GIA,3639.00000,Train
1874,2,Good,F,SI1,G,G,GIA,18376.00000,Train
1875,1.08,Very Good,G,VS2,VG,G,GIA,6777.00000,Train
1876,1.5,Good,F,SI1,G,G,GIA,11668.00000,Train
1877,1.52,Very Good,I,SI1,ID,EX,AGSL,9163.00000,Train
1878,1.04,Ideal,G,VS2,VG,VG,GIA,6481.00000,Train
1879,1.02,Very Good,E,SI1,VG,VG,GIA,5207.00000,Train
1880,1.64,Signature-Ideal,I,VS2,ID,ID,AGSL,12199.00000,Train
1881,2,Good,G,VS2,EX,G,GIA,20426.00000,Train
1882,2.64,Very Good,D,IF,VG,EX,GIA,93813.00000,Train
1883,0.9,Very Good,I,SI1,G,G,GIA,3168.00000,Train
1884,1.01,Very Good,G,VS1,EX,EX,GIA,6905.00000,Train
1885,0.9,Ideal,H,VS1,VG,EX,AGSL,4634.00000,Train
1886,0.9,Good,F,VS1,VG,VG,GIA,4508.00000,Train
1887,0.9,Very Good,H,VS2,VG,VG,GIA,4314.00000,Train
1888,1.4,Ideal,G,VVS2,VG,VG,GIA,14231.00000,Train
1889,2.01,Very Good,D,SI1,VG,VG,GIA,21440.00000,Train
1890,2.09,Very Good,H,VS2,EX,VG,GIA,22791.00000,Train
1891,0.91,Good,D,SI1,VG,G,GIA,4265.00000,Train
1892,0.92,Very Good,D,SI1,VG,VG,GIA,5209.00000,Train
1893,1.01,Very Good,F,SI1,EX,EX,GIA,5231.00000,Train
1894,0.79,Ideal,E,SI1,G,G,GIA,3171.00000,Train
1895,1.83,Ideal,G,VS2,EX,EX,GIA,19293.00000,Train
1896,1.06,Ideal,F,VVS1,VG,EX,GIA,10307.00000,Train
1897,0.9,Good,D,SI1,EX,EX,GIA,4362.00000,Train
1898,1,Good,D,VVS2,VG,EX,GIA,8949.00000,Train
1899,0.76,Ideal,D,SI1,EX,EX,GIA,3306.00000,Train
1900,2.13,Ideal,H,SI1,EX,EX,GIA,19969.00000,Train
1901,2.03,Ideal,F,VS2,EX,EX,GIA,27293.00000,Train
1902,1.55,Ideal,I,VS1,ID,ID,AGSL,10583.00000,Train
1903,1.08,Good,E,SI1,VG,VG,GIA,5575.00000,Train
1904,0.79,Very Good,F,SI1,G,VG,GIA,2878.00000,Train
1905,1.06,Very Good,G,SI1,EX,EX,GIA,5435.00000,Train
1906,1.37,Ideal,I,VS2,ID,ID,AGSL,7966.00000,Train
1907,1.5,Very Good,E,SI1,EX,EX,GIA,11194.00000,Train
1908,2,Good,G,VS2,VG,G,GIA,24376.00000,Train
1909,1.46,Very Good,D,IF,EX,VG,AGSL,25848.00000,Train
1910,2.32,Very Good,F,VS2,VG,G,GIA,32906.00000,Train
1911,2.08,Ideal,E,VS1,EX,EX,GIA,35771.00000,Train
1912,0.76,Very Good,G,VVS2,G,G,GIA,3394.00000,Train
1913,1.05,Very Good,H,SI1,VG,VG,GIA,5406.00000,Train
1914,2.07,Very Good,G,VS2,G,G,GIA,27305.00000,Train
1915,1.28,Ideal,G,VVS2,EX,EX,GIA,11996.00000,Train
1916,1.01,Ideal,H,SI1,VG,VG,GIA,4886.00000,Train
1917,2.01,Very Good,G,VS1,VG,G,GIA,25556.00000,Train
1918,1.01,Ideal,D,VVS2,VG,VG,GIA,10819.00000,Train
1919,1.09,Ideal,I,VS2,EX,EX,GIA,5421.00000,Train
1920,0.8,Very Good,G,SI1,G,VG,GIA,2885.00000,Train
1921,1.01,Ideal,E,VS2,VG,VG,GIA,6956.00000,Train
1922,1.01,Ideal,G,VS2,ID,ID,AGSL,6439.00000,Train
1923,0.78,Ideal,G,VS1,EX,EX,GIA,3736.00000,Train
1924,2.61,Ideal,I,SI1,EX,EX,GIA,22110.00000,Train
1925,2.51,Ideal,D,VS1,VG,VG,GIA,46395.00000,Train
1926,1.05,Very Good,I,VS2,VG,VG,GIA,4975.00000,Train
1927,1.76,Good,H,SI1,G,VG,GIA,12429.00000,Train
1928,1.16,Ideal,G,SI1,EX,EX,GIA,5908.00000,Train
1929,2.39,Ideal,H,VVS1,VG,VG,GIA,31857.00000,Train
1930,1.05,Ideal,H,SI1,EX,EX,GIA,4924.00000,Train
1931,1.46,Good,E,VS2,G,VG,GIA,11851.00000,Train
1932,1.01,Very Good,H,VVS1,EX,ID,AGSL,6733.00000,Train
1933,1.54,Ideal,G,VS1,ID,ID,AGSL,14462.00000,Train
1934,1.51,Very Good,F,SI1,VG,G,GIA,11164.00000,Train
1935,1.18,Ideal,I,SI1,VG,EX,GIA,5378.00000,Train
1936,1.03,Very Good,G,VS2,EX,EX,GIA,6931.00000,Train
1937,0.83,Ideal,H,VVS1,EX,EX,GIA,3846.00000,Train
1938,1.39,Very Good,I,VS2,G,G,GIA,7130.00000,Train
1939,0.91,Ideal,E,SI1,EX,EX,GIA,5458.00000,Train
1940,1.24,Ideal,I,SI1,EX,EX,GIA,6232.00000,Train
1941,2.03,Very Good,I,VS2,EX,EX,GIA,16685.00000,Train
1942,1.12,Ideal,E,VS1,EX,VG,GIA,9719.00000,Train
1943,1,Good,G,VS1,EX,EX,GIA,6187.00000,Train
1944,1.51,Good,F,VVS2,EX,EX,GIA,14654.00000,Train
1945,1.2,Ideal,I,VS2,G,VG,GIA,5514.00000,Train
1946,2,Very Good,D,VS2,VG,G,GIA,24578.00000,Train
1947,1.01,Very Good,H,SI1,EX,EX,GIA,5026.00000,Train
1948,1.5,Very Good,I,VS2,G,G,GIA,8827.00000,Train
1949,0.79,Ideal,D,SI1,EX,EX,GIA,3605.00000,Train
1950,0.79,Ideal,I,VS1,VG,VG,GIA,2846.00000,Train
1951,0.92,Very Good,H,SI1,G,G,GIA,3800.00000,Train
1952,2.09,Ideal,H,VS1,EX,VG,GIA,22315.00000,Train
1953,1.08,Very Good,H,SI1,VG,EX,GIA,5127.00000,Train
1954,2.03,Very Good,H,VS1,VG,G,GIA,19249.00000,Train
1955,2.17,Ideal,I,VS1,EX,EX,GIA,21482.00000,Train
1956,1.19,Good,G,SI1,G,G,GIA,4958.00000,Train
1957,1.54,Very Good,I,IF,VG,G,GIA,10937.00000,Train
1958,1.05,Ideal,F,VS2,VG,EX,GIA,7019.00000,Train
1959,1,Good,H,SI1,VG,VG,GIA,4574.00000,Train
1960,2.51,Ideal,H,VS2,VG,VG,GIA,28105.00000,Train
1961,1.5,Very Good,E,VVS1,VG,G,GIA,21690.00000,Train
1962,0.76,Ideal,H,VVS1,EX,VG,GIA,3363.00000,Train
1963,0.84,Very Good,F,VS2,VG,VG,GIA,3174.00000,Train
1964,1.66,Ideal,I,VS2,EX,EX,GIA,10795.00000,Train
1965,0.83,Ideal,D,SI1,EX,EX,GIA,3990.00000,Train
1966,2.04,Very Good,I,SI1,ID,ID,AGSL,17323.00000,Train
1967,0.92,Ideal,D,VS2,EX,EX,GIA,6734.00000,Train
1968,1.59,Very Good,F,VVS2,VG,VG,GIA,18406.00000,Train
1969,1.02,Very Good,G,VVS2,EX,G,GIA,7292.00000,Train
1970,1.12,Signature-Ideal,E,VS2,ID,ID,AGSL,9710.00000,Train
1971,2.01,Good,H,VS1,VG,VG,GIA,20157.00000,Train
1972,2.01,Very Good,D,VS1,VG,VG,GIA,40217.00000,Train
1973,0.76,Ideal,D,VS1,EX,EX,GIA,3746.00000,Train
1974,1.09,Very Good,F,VS2,EX,EX,GIA,6990.00000,Train
1975,1.51,Very Good,I,VS2,EX,EX,GIA,9297.00000,Train
1976,1.5,Very Good,F,SI1,EX,VG,GIA,10372.00000,Train
1977,1.01,Fair,I,VS1,VG,G,GIA,4263.00000,Train
1978,0.76,Very Good,G,VS2,EX,VG,GIA,2699.00000,Train
1979,1.65,Ideal,I,VS1,VG,EX,GIA,11472.00000,Train
1980,0.77,Ideal,H,VVS1,EX,VG,GIA,3638.00000,Train
1981,0.91,Very Good,F,SI1,EX,VG,GIA,4785.00000,Train
1982,0.91,Very Good,H,VVS2,EX,EX,GIA,4389.00000,Train
1983,2.03,Ideal,H,VS1,VG,VG,GIA,24768.00000,Train
1984,1.08,Very Good,I,SI1,EX,EX,GIA,4790.00000,Train
1985,0.77,Very Good,G,SI1,VG,VG,GIA,2915.00000,Train
1986,1.48,Good,G,IF,G,G,GIA,15164.00000,Train
1987,2.01,Ideal,H,VS1,VG,G,GIA,21204.00000,Train
1988,0.8,Very Good,F,SI1,VG,VG,GIA,3532.00000,Train
1989,2.26,Good,G,VS2,VG,VG,GIA,26847.00000,Train
1990,1,Very Good,F,SI1,EX,G,GIA,4908.00000,Train
1991,1.09,Signature-Ideal,I,VS1,EX,EX,GIA,6225.00000,Train
1992,0.91,Good,F,SI1,EX,VG,GIA,3893.00000,Train
1993,2.13,Ideal,G,VVS2,EX,EX,GIA,31390.00000,Train
1994,1.12,Good,G,SI1,EX,VG,GIA,5640.00000,Train
1995,1.01,Good,G,SI1,VG,G,GIA,4805.00000,Train
1996,2.01,Good,I,VS2,EX,EX,AGSL,15290.00000,Train
1997,2.41,Ideal,I,SI1,EX,EX,GIA,19515.00000,Train
1998,1.04,Very Good,D,IF,G,G,GIA,14206.00000,Train
1999,0.91,Ideal,D,SI1,ID,ID,AGSL,5142.00000,Train
2000,2.28,Very Good,F,VS1,VG,VG,GIA,37274.00000,Train
2001,1.01,Very Good,F,IF,EX,G,GIA,9873.00000,Train
2002,2,Good,F,SI1,EX,EX,GIA,18069.00000,Train
2003,1.51,Very Good,I,VS2,VG,VG,GIA,9058.00000,Train
2004,1.33,Good,G,VS1,VG,G,GIA,10096.00000,Train
2005,0.78,Ideal,D,VS2,EX,VG,GIA,3736.00000,Train
2006,0.78,Very Good,E,SI1,EX,EX,GIA,2565.00000,Train
2007,1.01,Good,E,VS2,VG,G,GIA,5829.00000,Train
2008,1.38,Ideal,H,SI1,VG,VG,GIA,7930.00000,Train
2009,1.01,Very Good,G,VVS2,VG,EX,GIA,8538.00000,Train
2010,0.81,Good,H,SI1,VG,VG,GIA,2534.00000,Train
2011,1.11,Signature-Ideal,G,VVS2,EX,EX,GIA,10266.00000,Train
2012,1.01,Very Good,F,SI1,VG,VG,GIA,5174.00000,Train
2013,1.05,Ideal,H,SI1,VG,VG,GIA,5095.00000,Train
2014,2.01,Ideal,H,VS2,EX,EX,GIA,21254.00000,Train
2015,1.01,Very Good,F,VVS2,VG,EX,GIA,7583.00000,Train
2016,2.02,Ideal,I,VS1,EX,EX,GIA,18324.00000,Train
2017,0.9,Very Good,D,SI1,EX,G,GIA,4405.00000,Train
2018,1.6,Ideal,I,VS1,EX,EX,GIA,11890.00000,Train
2019,2,Ideal,D,VS1,VG,VG,GIA,34689.00000,Train
2020,1.13,Ideal,D,VVS1,VG,EX,GIA,13335.00000,Train
2021,2.33,Very Good,I,SI1,VG,VG,GIA,18119.00000,Train
2022,1.04,Very Good,F,SI1,VG,G,AGSL,5490.00000,Train
2023,1.03,Ideal,E,VS1,ID,ID,AGSL,8385.00000,Train
2024,1.2,Ideal,G,VVS2,EX,EX,GIA,10812.00000,Train
2025,1.2,Very Good,I,SI1,VG,VG,GIA,5816.00000,Train
2026,2.28,Ideal,H,VVS1,EX,EX,GIA,25530.00000,Train
2027,1.09,Ideal,F,VVS2,VG,VG,GIA,9558.00000,Train
2028,1.07,Ideal,G,VVS2,ID,ID,AGSL,8145.00000,Train
2029,2.2,Very Good,G,VS1,EX,VG,GIA,32526.00000,Train
2030,2.02,Very Good,F,VS2,EX,VG,GIA,25815.00000,Train
2031,2.01,Very Good,F,VS2,EX,EX,GIA,28424.00000,Train
2032,1,Good,E,SI1,VG,G,GIA,4916.00000,Train
2033,1.24,Ideal,G,VVS1,EX,VG,GIA,10724.00000,Train
2034,1.3,Very Good,I,VS1,EX,VG,GIA,6819.00000,Train
2035,2.02,Very Good,I,VS2,EX,VG,GIA,16179.00000,Train
2036,1.31,Ideal,G,VVS1,EX,EX,GIA,13406.00000,Train
2037,2.02,Very Good,G,VS1,VG,EX,GIA,25190.00000,Train
2038,1.24,Very Good,G,VS2,G,G,GIA,8064.00000,Train
2039,0.75,Signature-Ideal,G,SI1,ID,ID,AGSL,3171.00000,Train
2040,1.06,Ideal,E,SI1,EX,EX,GIA,5798.00000,Train
2041,1.56,Ideal,E,VS2,EX,EX,GIA,14112.00000,Train
2042,1.64,Very Good,I,SI1,G,G,GIA,9144.00000,Train
2043,1.74,Very Good,G,VS2,VG,VG,GIA,15626.00000,Train
2044,2.15,Ideal,G,VVS2,ID,ID,AGSL,32374.00000,Train
2045,2.04,Very Good,G,SI1,VG,EX,GIA,19367.00000,Train
2046,0.9,Ideal,H,VS2,VG,VG,GIA,4403.00000,Train
2047,2.51,Ideal,H,SI1,VG,EX,GIA,25113.00000,Train
2048,1.57,Ideal,G,SI1,VG,VG,GIA,10621.00000,Train
2049,1,Fair,E,SI1,VG,G,GIA,4771.00000,Train
2050,2.05,Ideal,G,VS2,EX,EX,GIA,25544.00000,Train
2051,1.51,Very Good,D,SI1,VG,EX,GIA,12106.00000,Train
2052,0.92,Very Good,G,VVS2,VG,G,GIA,5183.00000,Train
2053,1.19,Signature-Ideal,D,SI1,EX,EX,GIA,9066.00000,Train
2054,1.03,Ideal,E,VVS2,EX,EX,GIA,10003.00000,Train
2055,0.91,Very Good,F,SI1,EX,VG,GIA,3991.00000,Train
2056,2.03,Ideal,E,VS2,EX,EX,GIA,30170.00000,Train
2057,1.5,Very Good,G,VS2,EX,VG,GIA,11392.00000,Train
2058,1.51,Ideal,I,VVS2,EX,EX,GIA,10821.00000,Train
2059,0.9,Very Good,D,SI1,G,VG,GIA,4518.00000,Train
2060,0.92,Signature-Ideal,I,SI1,EX,EX,GIA,4488.00000,Train
2061,1.29,Very Good,G,VS1,G,VG,GIA,9105.00000,Train
2062,1.19,Very Good,G,SI1,EX,VG,GIA,6127.00000,Train
2063,2.13,Very Good,I,SI1,EX,EX,AGSL,15965.00000,Train
2064,1.52,Ideal,G,VS2,ID,ID,AGSL,13809.00000,Train
2065,0.9,Good,E,SI1,VG,VG,GIA,3997.00000,Train
2066,1.01,Ideal,F,SI1,EX,EX,GIA,5932.00000,Train
2067,1.75,Ideal,I,VS2,ID,ID,AGSL,12531.00000,Train
2068,1.2,Very Good,G,SI1,EX,EX,GIA,7372.00000,Train
2069,1.05,Ideal,G,VVS2,VG,VG,GIA,8083.00000,Train
2070,2.05,Good,F,IF,G,G,GIA,41217.00000,Train
2071,1.02,Very Good,I,VS2,EX,EX,AGSL,4623.00000,Train
2072,2.08,Ideal,H,SI1,VG,VG,GIA,17469.00000,Train
2073,0.76,Ideal,D,VS2,VG,EX,GIA,3401.00000,Train
2074,1.13,Ideal,G,VVS1,VG,VG,GIA,10017.00000,Train
2075,2.28,Ideal,G,VVS2,VG,VG,GIA,33839.00000,Train
2076,2.01,Ideal,I,VVS2,EX,EX,GIA,22989.00000,Train
2077,1.31,Good,H,SI1,VG,VG,GIA,6793.00000,Train
2078,1.14,Ideal,D,IF,EX,EX,GIA,20452.00000,Train
2079,2.15,Very Good,H,VVS2,EX,EX,GIA,26580.00000,Train
2080,1,Fair,E,SI1,G,G,GIA,5212.00000,Train
2081,0.91,Ideal,I,VS1,EX,EX,GIA,3954.00000,Train
2082,2.26,Very Good,I,SI1,VG,EX,GIA,17845.00000,Train
2083,0.9,Good,E,SI1,G,G,GIA,3933.00000,Train
2084,1.16,Very Good,I,SI1,VG,VG,GIA,4586.00000,Train
2085,0.91,Very Good,F,SI1,VG,G,GIA,4437.00000,Train
2086,1.56,Ideal,H,SI1,VG,VG,GIA,10642.00000,Train
2087,2.33,Ideal,G,SI1,VG,VG,GIA,24894.00000,Train
2088,1.51,Very Good,F,VS2,VG,VG,GIA,13080.00000,Train
2089,1,Good,D,SI1,VG,VG,GIA,5727.00000,Train
2090,0.75,Ideal,E,VS1,VG,VG,GIA,3535.00000,Train
2091,2.07,Ideal,H,SI1,VG,VG,GIA,18311.00000,Train
2092,1.12,Signature-Ideal,H,VS1,ID,ID,AGSL,7788.00000,Train
2093,2.08,Very Good,H,VS2,EX,VG,GIA,20265.00000,Train
2094,2.12,Ideal,I,SI1,EX,EX,GIA,15364.00000,Train
2095,1.31,Signature-Ideal,G,VVS2,ID,ID,AGSL,13168.00000,Train
2096,1.01,Very Good,H,VS2,EX,VG,AGSL,5319.00000,Train
2097,1.26,Ideal,I,VVS1,EX,VG,GIA,7578.00000,Train
2098,1.7,Ideal,H,VS2,EX,EX,GIA,13848.00000,Train
2099,0.9,Good,E,VS2,VG,VG,GIA,4182.00000,Train
2100,1.3,Very Good,F,VS2,VG,VG,GIA,10298.00000,Train
2101,1.51,Good,H,SI1,EX,EX,GIA,10277.00000,Train
2102,0.82,Very Good,G,SI1,G,VG,GIA,3032.00000,Train
2103,1.06,Ideal,F,VS2,ID,ID,AGSL,7618.00000,Train
2104,0.92,Very Good,H,VS1,EX,VG,GIA,4188.00000,Train
2105,1.06,Ideal,H,VS2,VG,VG,GIA,5576.00000,Train
2106,1.31,Very Good,I,SI1,VG,G,GIA,6686.00000,Train
2107,1.21,Ideal,H,VVS1,ID,ID,AGSL,8286.00000,Train
2108,1.01,Good,F,VS2,EX,VG,GIA,6288.00000,Train
2109,1,Good,E,VS2,VG,VG,GIA,6315.00000,Train
2110,2.07,Ideal,I,VS2,EX,EX,GIA,17045.00000,Train
2111,2.23,Very Good,F,SI1,VG,VG,GIA,23837.00000,Train
2112,0.91,Very Good,G,SI1,G,VG,GIA,3959.00000,Train
2113,2.54,Very Good,F,VVS2,G,VG,GIA,50787.00000,Train
2114,2.29,Very Good,I,VS2,EX,EX,GIA,20914.00000,Train
2115,2.11,Very Good,I,VS2,VG,VG,GIA,16026.00000,Train
2116,0.96,Good,G,SI1,VG,VG,GIA,4234.00000,Train
2117,1.5,Good,E,VVS2,G,G,GIA,18034.00000,Train
2118,1.01,Ideal,D,SI1,VG,EX,GIA,5812.00000,Train
2119,1.13,Very Good,F,SI1,EX,EX,GIA,5017.00000,Train
2120,0.92,Very Good,E,SI1,G,VG,GIA,4232.00000,Train
2121,2.17,Ideal,G,SI1,VG,EX,GIA,20823.00000,Train
2122,0.91,Ideal,F,SI1,VG,EX,GIA,4267.00000,Train
2123,0.9,Very Good,E,VVS2,G,VG,GIA,5987.00000,Train
2124,1,Very Good,E,SI1,G,G,GIA,5413.00000,Train
2125,1.01,Very Good,D,SI1,EX,EX,GIA,6630.00000,Train
2126,2.13,Ideal,G,VS1,ID,ID,AGSL,29221.00000,Train
2127,1,Very Good,E,VS2,VG,G,GIA,6315.00000,Train
2128,1.25,Ideal,I,SI1,EX,EX,GIA,5821.00000,Train
2129,1.03,Very Good,H,VS2,VG,VG,GIA,5422.00000,Train
